feasible_reaction_smarts,not_trained_on_but_known,known_from_valid_set,known_from_test_set,num_products_works_with,example_works_with_reaction_id
[C:3]-[O;H0;D2;+0:4]-[CH2;D2;+0:1]-[C:2]>>Br-[CH2;D2;+0:1]-[C:2].[C:3]-[OH;D1;+0:4],True,True,True,5,US05190689
[C:3]-[NH;D2;+0:4]-[CH2;D2;+0:1]-[c:2]>>O=[CH;D2;+0:1]-[c:2].[C:3]-[NH2;D1;+0:4],True,True,True,35,US05578627
[#7;a:4]:[c:5]:[c:6](:[#7;a:7])-[NH;D2;+0:8]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#7;a:4]:[c:5]:[c:6](:[#7;a:7])-[NH2;D1;+0:8],True,True,False,1,US20040014968A1
[C:3]=[C:4]/[C:5](=[O;D1;H0:6])-[O;H0;D2;+0:7]-[CH2;D2;+0:1]-[C:2]>>Br-[CH2;D2;+0:1]-[C:2].[C:3]=[C:4]/[C:5](-[O-;H0;D1:6])=[O;D1;H0:7],False,False,False,1,US07368593B1
[C:4]=[C:5]-[C:6]-[N;H0;D3;+0:7](-[C:8])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C:4]=[C:5]-[C:6]-[NH;D2;+0:7]-[C:8],False,False,False,1,US07910595B2
[C;D1;H3:5]-[N;H0;D3;+0:6](-[c:7])-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4].[C;D1;H3:5]-[NH;D2;+0:6]-[c:7],True,False,True,1,US20070082899A1
[C;D1;H3:3]-[C:2](=[O;D1;H0:4])-[CH2;D2;+0:1]-[O;H0;D2;+0:5]-[c:6]>>Cl-[CH2;D2;+0:1]-[C:2](-[C;D1;H3:3])=[O;D1;H0:4].[OH;D1;+0:5]-[c:6],True,True,True,2,US20040152893A1
[#7:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH;D2;+0:8]-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>C-C(=O)-O-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[#7:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH2;D1;+0:8],True,True,False,1,US20090221555A1
[#8:4]-[C:3]-[C;H0;D3;+0:1](-[NH2;D1;+0:5])=[O;D1;H0:2]>>C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]-[#8:4].[NH4+;D0:5],False,False,False,1,US20060030609A1
[O;D1;H0:3]=[C:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:4]-[c:5]>>Br-[CH2;D2;+0:1]-[C:2]=[O;D1;H0:3].[OH;D1;+0:4]-[c:5],True,True,False,4,US03953595
[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH;D2;+0:8]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3].[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH2;D1;+0:8],False,False,False,4,US20100311777A1
[#7;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#7;a:5].O-B(-O)-[c;H0;D3;+0:6](:[c:7]):[c:8],True,True,False,1,US06498165B1
[#7;a:3]:[c:2](-[CH2;D2;+0:1]-[N;H0;D3;+0:7](-[C:6])-[C:8]):[c:4]:[#7;a:5]>>O=[CH;D2;+0:1]-[c:2](:[#7;a:3]):[c:4]:[#7;a:5].[C:6]-[NH;D2;+0:7]-[C:8],True,True,True,3,US05296609
[C:3]-[N+;H0;D4:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[CH2;D2;+0:1]-[C:2]>>Cl-[CH2;D2;+0:1]-[C:2].[C:3]-[N;H0;D3;+0:4](-[C;D1;H3:5])-[C;D1;H3:6],False,False,False,1,US05451394
[#7;a:5]:[c:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[N;H0;D3;+0:7](-[C:6])-[c:8]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5].[C:6]-[NH;D2;+0:7]-[c:8],False,False,False,2,US07135475B2
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[N;H0;D2;+0:5]=[C:4]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[C:4]=[NH;D1;+0:5],True,True,False,1,US08415370B2
[c:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].O-B(-O)-[c;H0;D3;+0:4](:[c:5]):[c:6],True,True,True,74,US20030083357A1
[#8:3]-[C:2](=[O;D1;H0:4])-[CH2;D2;+0:1]-[NH;D2;+0:6]-[C:5]>>Br-[CH2;D2;+0:1]-[C:2](-[#8:3])=[O;D1;H0:4].[C:5]-[NH2;D1;+0:6],True,True,False,3,US04256761
[C:5]=[C:6]-[C:7]-[N;H0;D3;+0:8](-[C:9])-[S;H0;D4;+0:1](-[C;D1;H3:2])(=[O;D1;H0:3])=[O;D1;H0:4]>>Cl-[S;H0;D4;+0:1](-[C;D1;H3:2])(=[O;D1;H0:3])=[O;D1;H0:4].[C:5]=[C:6]-[C:7]-[NH;D2;+0:8]-[C:9],True,False,True,1,US20070082880A1
[#7:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[N;H0;D3;+0:5](-[C:4])-[C:6]>>C-C-O-[C;H0;D3;+0:1](-[#7:2])=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[C:6],True,True,True,4,US20080261941A1
[#16;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:6]-[C:5]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#16;a:4].[C:5]-[NH2;D1;+0:6],True,True,True,10,US07417066B2
[#7;a:1]:[c:2]-[NH;D2;+0:3]-[C;H0;D3;+0:6](=[O;D1;H0:7])-[NH;D2;+0:5]-[C:4]>>[#7;a:1]:[c:2]-[NH2;D1;+0:3].[C:4]-[N;H0;D2;+0:5]=[C;H0;D2;+0:6]=[O;D1;H0:7],True,True,False,1,US05952342
[C:4]=[C:3]/[C:2]-[NH2;D1;+0:1]>>C-C(-C)(-C)-O-C(=O)-[NH;D2;+0:1]-[C:2]/[C:3]=[C:4],False,False,False,1,US09108981B2
[#7;a:2]:[c;H0;D3;+0:1](-[O;H0;D2;+0:6]-[C;D1;H3:5]):[c:3]:[#7;a:4]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4].[C;D1;H3:5]-[O-;H0;D1:6],True,False,True,2,US04296114
[C:3]-[S;H0;D2;+0:4]-[CH2;D2;+0:1]-[c:2]>>Br-[CH2;D2;+0:1]-[c:2].[C:3]-[SH;D1;+0:4],True,False,True,2,US06699879B1
[C:3]-[O;H0;D2;+0:4]-[CH2;D2;+0:1]-[c:2]>>Br-[CH2;D2;+0:1]-[c:2].[C:3]-[OH;D1;+0:4],True,True,True,10,US20090074738A1
[C:3]-[CH;D3;+0:2](-[C:4])-[OH;D1;+0:1]>>C-C(-C)(-C)-[Si](-C)(-C)-[O;H0;D2;+0:1]-[C@@@H;D3;+0:2](-[C:3])-[C:4],False,False,False,1,US06340759B1
[#7:4]-[C:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:7]-[c:6]:[#7;a:5]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]-[#7:4].[#7;a:5]:[c:6]-[NH2;D1;+0:7],True,False,True,1,US20150239893A1
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]:[#7;a:7]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3].O-B(-O)-[c;H0;D3;+0:4](:[c:5]):[c:6]:[#7;a:7],True,True,False,1,US20090325936A1
[#7;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[#7;a:2])-[NH;D2;+0:6]-[c:7]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#7;a:5].[NH2;D1;+0:6]-[c:7],True,True,True,13,US06291455B1
[#7:5]-[C:6](=[O;D1;H0:7])-[C:8]-[NH;D2;+0:9]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]>>Cl/[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4].[#7:5]-[C:6](=[O;D1;H0:7])-[C:8]-[NH2;D1;+0:9],False,False,False,1,US20080306045A1
[#7;a:4]:[c:5]:[c:6]-[NH;D2;+0:7]-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[#7;a:4]:[c:5]:[c:6]-[NH2;D1;+0:7],False,False,False,1,US20090005363A1
[#7;a:1]:[c:2]:[c:3](:[c:4]:[#7;a:5])-[CH;D2;+0:6]=[O;H0;D1;+0:7]>>[#7;a:1]:[c:2]:[c:3](:[c:4]:[#7;a:5])-[CH2;D2;+0:6]-[OH;D1;+0:7],False,False,False,1,US20150031674A1
[c:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:3]-[c:4]>>Br-[CH2;D2;+0:1]-[c:2].[O-;H0;D1:3]-[c:4],False,False,False,38,US20150252008A1
[C;D1;H3:2]-[CH;D3;+0:1](-[C;D1;H3:3])-[O;H0;D2;+0:4]-[c:5]>>Br-[CH;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3].[OH;D1;+0:4]-[c:5],True,True,True,5,US20090258917A1
[C:4]-[O;H0;D2;+0:5]-[CH;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3]>>O-[CH;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3].[C:4]-[OH;D1;+0:5],True,True,False,1,US20120245136A1
[C:5]-[NH;D2;+0:6]-[CH2;D2;+0:1]/[C:2]=[C:3]/[C:4]>>Br-[CH2;D2;+0:1]/[C:2]=[C:3]/[C:4].[C:5]-[NH2;D1;+0:6],False,False,False,1,US20140378446A1
[#7;a:5]:[#7;a:4]:[c:3]-[CH2;D2;+0:1]-[OH;D1;+0:2]>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c:3]:[#7;a:4]:[#7;a:5],True,False,True,1,US20070191395A1
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3])-[NH;D2;+0:5]-[C:4]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3].[C:4]-[NH2;D1;+0:5],True,True,True,21,US20110039857A1
[C:2]-[N;H0;D3;+0:3](-[CH3;D1;+0:1])-[c:4]>>I-[CH3;D1;+0:1].[C:2]-[NH;D2;+0:3]-[c:4],True,True,True,5,US20100022515A1
[C:1]=[C:2]-[CH;D2;+0:3]=[O;H0;D1;+0:4]>>[C:1]=[C:2]-[CH2;D2;+0:3]-[OH;D1;+0:4],True,True,True,3,US20100234351A1
[C:2]-[CH;D3;+0:1](-[C:3])-[N;H0;D3;+0:5](-[C:4])-[C:6]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3].[C:4]-[NH;D2;+0:5]-[C:6],True,True,True,21,US07294624B2
[C:4]-[N;H0;D3;+0:5](-[C:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>F-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[NH;D2;+0:5]-[C:6],True,True,True,27,US08299085B2
[#7;a:4]:[c:3]:[c:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:5]-[c:6]>>Cl-[CH2;D2;+0:1]-[c:2]:[c:3]:[#7;a:4].[OH;D1;+0:5]-[c:6],True,False,True,3,US06476021B1
[C:2]-[C@H;D3;+0:1](-[C;D1;H3:3])-[NH;D2;+0:5]-[C:4]>>O=[C;H0;D3;+0:1](-[C:2])-[C;D1;H3:3].[C:4]-[NH2;D1;+0:5],False,False,False,1,US04565817
[#7;a:1]:[c:2]:[c:3](:[#7;a:4])-[CH;D2;+0:5]=[O;H0;D1;+0:6]>>[#7;a:1]:[c:2]:[c:3](:[#7;a:4])-[CH2;D2;+0:5]-[OH;D1;+0:6],True,True,False,2,US04371468
[#7;a:3]:[c:4]:[c:5]-[O;H0;D2;+0:6]-[CH2;D2;+0:1]-[c:2]>>Cl-[CH2;D2;+0:1]-[c:2].[#7;a:3]:[c:4]:[c:5]-[OH;D1;+0:6],True,True,False,1,US06169107A
[C:5]=[C:4]-[C:2](=[O;D1;H0:3])-[OH;D1;+0:1]>>C-C(-C)(-C)-[O;H0;D2;+0:1]-[C:2](=[O;D1;H0:3])-[C:4]=[C:5],False,False,False,3,US20030092712A1
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[N;H0;D3;+0:5](-[C:4])-[c:6]>>F-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[C:4]-[NH;D2;+0:5]-[c:6],True,True,False,1,US20040097733A1
[#16;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:9]-[C:8]-[C:6](-[#8:5])=[O;D1;H0:7]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#16;a:4].[#8:5]-[C:6](=[O;D1;H0:7])-[C:8]-[NH2;D1;+0:9],True,True,False,1,US20070249670A1
[#7;a:6]:[n;H0;D3;+0:7](:[c:8])-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#7;a:5]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#7;a:5].[#7;a:6]:[nH;D2;+0:7]:[c:8],True,False,True,2,US06818631B1
[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[NH;D2;+0:5]-[C;D1;H3:4]>>C-C-O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C;D1;H3:4]-[NH2;D1;+0:5],True,True,False,3,US04337256
[C:7]-[N;H0;D3;+0:8](-[C:9])-[C;H0;D3;+0:1](=[O;D1;H0:2])/[C:3]=[C:4](\[C:5])-[C;D1;H3:6]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])/[C:3]=[C:4](/[C:5])-[C;D1;H3:6].[C:7]-[NH;D2;+0:8]-[C:9],False,False,False,1,US04199519
[C:3]=[C:4]-[C:5]-[O;H0;D2;+0:6]-[CH2;D2;+0:1]-[C:2]>>Br-[CH2;D2;+0:1]-[C:2].[C:3]=[C:4]-[C:5]-[OH;D1;+0:6],False,False,False,1,US05387692
[#7:6]-[C:5](=[O;D1;H0:7])-[c:3](:[#7;a:4]):[c;H0;D3;+0:1](:[#7;a:2])-[NH;D2;+0:8]-[c:9]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3](:[#7;a:4])-[C:5](-[#7:6])=[O;D1;H0:7].[NH2;D1;+0:8]-[c:9],False,False,False,1,US20140323463A1
[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[#7;a:2])-[NH;D2;+0:6]-[C:5]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4].[C:5]-[NH2;D1;+0:6],False,False,False,2,US07132425B2
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[NH;D2;+0:4]-[c:5]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[NH2;D1;+0:4]-[c:5],True,True,True,5,US20030176454A1
[C:4]-[NH;D2;+0:5]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>C-C-C-C(=O)-O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[NH2;D1;+0:5],False,False,False,1,US06353015B1
[C:8]-[NH;D2;+0:9]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[#8:3]-[C:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7]>>C-C(-C)(-C)-O-C(=O)-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[#8:3]-[C:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7].[C:8]-[NH2;D1;+0:9],True,True,True,21,US20090012074A1
[#16;a:4]:[c:5](:[#7;a:6])-[NH;D2;+0:7]-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>C-C(=O)-O-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[#16;a:4]:[c:5](:[#7;a:6])-[NH2;D1;+0:7],True,True,False,1,US20070167499A1
[#8:4]-[C:3](=[O;D1;H0:5])-[C@H;D3;+0:1](-[C;D1;H3:2])-[O;H0;D2;+0:6]-[c:7]>>Cl-[C@@H;D3;+0:1](-[C;D1;H3:2])-[C:3](-[#8:4])=[O;D1;H0:5].[OH;D1;+0:6]-[c:7],False,False,False,2,US20080153850A1
[#7;a:5]:[c:4]:[c;H0;D3;+0:1](-[C;H0;D2;+0:7]#[C:6]):[c:2]:[#7;a:3]>>I-[c;H0;D3;+0:1](:[c:2]:[#7;a:3]):[c:4]:[#7;a:5].[C:6]#[CH;D1;+0:7],False,False,False,1,US05817664
[C:3]-[C;H0;D4;+0:4](-[C:5])(-[OH;D1;+0:6])-[C;H0;D2;+0:2]#[C;D1;H1:1]>>[C;D1;H1:1]#[CH;D1;+0:2].[C:3]-[C;H0;D3;+0:4](-[C:5])=[O;H0;D1;+0:6],False,False,False,1,US03932496
[C:4]-[N;H0;D3;+0:5](-[C;D1;H3:6])-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>O-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[C;D1;H3:6],True,False,True,1,US20100197908A1
[O;D1;H0:4]=[C:3]-[#7:2]-[NH2;D1;+0:1]>>C-C(-C)(-C)-O-C(=O)-[NH;D2;+0:1]-[#7:2]-[C:3]=[O;D1;H0:4],False,False,False,2,US20110009619A1
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[NH;D2;+0:5]-[C:4]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[C:4]-[NH2;D1;+0:5],True,True,True,20,US20140296515A1
[#16;a:1]:[c:2]-[CH2;D2;+0:3]-[OH;D1;+0:4]>>[#16;a:1]:[c:2]-[CH;D2;+0:3]=[O;H0;D1;+0:4],True,False,True,2,US06861438B2
[#16;a:5]:[c:4]:[c:2](:[#7;a:3])-[CH2;D2;+0:1]-[S;H0;D2;+0:6]-[c:7]>>Cl-[CH2;D2;+0:1]-[c:2](:[#7;a:3]):[c:4]:[#16;a:5].[SH;D1;+0:6]-[c:7],True,False,True,1,US05256675
[c:2]:[c;H0;D3;+0:1](:[c:3])-[S;H0;D2;+0:4]-[c:5]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[SH;D1;+0:4]-[c:5],True,False,True,1,US20080021026A1
[C:5]-[N;H0;D3;+0:6](-[C:7])-[C;H0;D3;+0:3](=[O;D1;H0:4])-[NH;D2;+0:2]-[C:1]>>[C:1]-[N;H0;D2;+0:2]=[C;H0;D2;+0:3]=[O;D1;H0:4].[C:5]-[NH;D2;+0:6]-[C:7],True,True,True,12,US07504522B2
[C:2]-[CH;D3;+0:1](-[C:3])-[O;H0;D2;+0:5]-[C:4]>>O-[C@H;D3;+0:1](-[C:2])-[C:3].[C:4]-[OH;D1;+0:5],False,False,False,1,US20120245136A1
[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:5](:[c:6]):[c:7]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].C-C1(-C)-O-B(-[c;H0;D3;+0:5](:[c:6]):[c:7])-O-C-1(-C)-C,True,True,True,12,US07230098B2
[C:1]=[C:2]-[C:3]-[N;H0;D3;+0:4](-[C:5])-[C;H0;D3;+0:8](=[O;D1;H0:9])-[NH;D2;+0:7]-[C:6]>>[C:1]=[C:2]-[C:3]-[NH;D2;+0:4]-[C:5].[C:6]-[N;H0;D2;+0:7]=[CC;H0;D2;+0:8]=[O;D1;H0:9],False,False,False,2,US09150582B2
[N;D1;H0:4]#[C;H0;D2;+0:3]-[CH2;D2;+0:1]-[c:2]>>Br-[CH2;D2;+0:1]-[c:2].[C-;H0;D1:3]#[N;D1;H0:4],True,True,True,5,US20150126511A1
[#7;a:3]:[n;H0;D3;+0:4](-[CH2;D2;+0:1]-[c:2]):[c:5]-[C:6](-[#8:7])=[O;D1;H0:8]>>Cl-[CH2;D2;+0:1]-[c:2].[#7;a:3]:[nH;D2;+0:4]:[c:5]-[C:6](-[#8:7])=[O;D1;H0:8],True,False,True,1,US20100041892A1
[#7;a:4]:[#7;a:5]:[c:6]-[NH;D2;+0:7]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#7;a:4]:[#7;a:5]:[c:6]-[NH2;D1;+0:7],True,False,True,1,US07432283B2
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3]:[c:4]:[#7;a:5])-[N;H0;D3;+0:7](-[C:6])-[c:8]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3]:[c:4]:[#7;a:5].[C:6]-[NH;D2;+0:7]-[c:8],False,False,False,1,US20140323488A1
[#7;a:1]:[c:2](-[CH2;D2;+0:3]-[OH;D1;+0:4]):[c:5]:[#7;a:6]>>[#7;a:1]:[c:2](-[CH;D2;+0:3]=[O;H0;D1;+0:4]):[c:5]:[#7;a:6],False,False,False,1,US05360800
[C:2]-[CH;D3;+0:1](-[C;D1;H3:3])-[O;H0;D2;+0:6]-[C:5]=[O;D1;H0:4]>>O-[CH;D3;+0:1](-[C:2])-[C;D1;H3:3].[O;D1;H0:4]=[C:5]-[OH;D1;+0:6],False,False,False,4,US20030054510A1
[#7;a:3]:[c:2]-[CH;D2;+0:1]=[N;H0;D2;+0:4]-[O;D1;H1:5]>>O=[CH;D2;+0:1]-[c:2]:[#7;a:3].[NH2;D1;+0:4]-[O;D1;H1:5],True,True,False,1,US05506234
[#7;a:1]:[c:2]:[c:3](-[CH;D2;+0:4]=[O;H0;D1;+0:5]):[c:6]:[#7;a:7]>>[#7;a:1]:[c:2]:[c:3](-[CH2;D2;+0:4]-[OH;D1;+0:5]):[c:6]:[#7;a:7],True,False,True,1,US20150031674A1
[#7;a:4]:[c:3](:[c:5]:[#7;a:6])-[CH2;D2;+0:1]-[OH;D1;+0:2]>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c:3](:[#7;a:4]):[c:5]:[#7;a:6],False,False,False,2,US20060014746A1
[C:2]-[CH2;D2;+0:1]-[n;H0;D3;+0:4](:[c:3]):[c:5]>>I-[CH2;D2;+0:1]-[C:2].[c:3]:[nH;D2;+0:4]:[c:5],True,True,False,2,US20150274718A1
[C:5]-[N;H0;D3;+0:6](-[c:7])-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4].[C:5]-[NH;D2;+0:6]-[c:7],True,False,True,2,US09150508B2
[C:4]-[N;H0;D3;+0:5](-[C:6])-[C@@H;D3;+0:1](-[C:2])-[C:3]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3].[C:4]-[NH;D2;+0:5]-[C:6],False,False,False,18,US07294624B2
[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[NH;D2;+0:4]-[C:5]-[C:6](=[O;D1;H0:7])-[O;D1;H1:8]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[NH2;D1;+0:4]-[C:5]-[C:6](=[O;D1;H0:7])-[O;D1;H1:8],True,True,False,1,US06204406B1
[#7;a:3]:[c:4](:[#7;a:5])-[S;H0;D2;+0:6]-[CH2;D2;+0:1]-[c:2]>>Br-[CH2;D2;+0:1]-[c:2].[#7;a:3]:[c:4](:[#7;a:5])-[S-;H0;D1:6],False,False,False,3,US08269002B2
[#7;a:4]:[#7;a:5]:[c:6]-[NH;D2;+0:7]-[C;H0;D3;+0:1](-[#8:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[#8:2])=[O;D1;H0:3].[#7;a:4]:[#7;a:5]:[c:6]-[NH2;D1;+0:7],True,True,True,4,US20150166564A1
[#7:4]-[C:3]-[CH;D3;+0:1](-[C:2])-[NH;D2;+0:6]-[C:5]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3]-[#7:4].[C:5]-[NH2;D1;+0:6],True,False,True,2,US03980788
[#7;a:1]:[c:2]-[CH;D3;+0:3](-[C:4])-[CH2;D2;+0:5]-[C:6]>>[#7;a:1]:[c:2]-[C;H0;D3;+0:3](-[C:4])=[CH;D2;+0:5]-[C:6],True,True,False,1,US20140350002A1
[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])/[CH;D2;+0:6]=[C:5]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].[C:5]=[CH2;D1;+0:6],True,True,True,3,US07429609B2
[#8:5]-[C:4](=[O;D1;H0:6])-[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:7](:[c:8]):[c:9]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]-[C:4](-[#8:5])=[O;D1;H0:6].O-B(-O)-[c;H0;D3;+0:7](:[c:8]):[c:9],True,False,True,1,US20150255720A1
[C:2]/[C;H0;D3;+0:1](-[c:3])=[N;H0;D2;+0:4]\[O;D1;H1:5]>>O=[C;H0;D3;+0:1](-[C:2])-[c:3].[NH2;D1;+0:4]-[O;D1;H1:5],True,True,False,3,US05332757
[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[S;H0;D2;+0:8]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>F-[c;H0;D3;+0:1](:[c:2]):[c:3].[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[SH;D1;+0:8],True,False,True,1,US20090023733A1
[#7;a:3]:[c:4]:[n;H0;D3;+0:5](:[c:6])-[CH2;D2;+0:1]-[c:2]>>Cl-[CH2;D2;+0:1]-[c:2].[#7;a:3]:[c:4]:[nH;D2;+0:5]:[c:6],True,False,True,2,US05082838
[#8:4]-[C:3](=[O;D1;H0:5])-[CH;D3;+0:1](-[c:2])-[O;H0;D2;+0:6]-[c:7]>>Br-[CH;D3;+0:1](-[c:2])-[C:3](-[#8:4])=[O;D1;H0:5].[OH;D1;+0:6]-[c:7],True,False,True,1,US04125729
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3])-[O;H0;D2;+0:4]-[c:5]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3].[O-;H0;D1:4]-[c:5],False,False,False,1,US20100056515A1
[#16;a:3]:[c:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:5](-[C:4])-[C:6]>>Br-[CH2;D2;+0:1]-[c:2]:[#16;a:3].[C:4]-[NH;D2;+0:5]-[C:6],True,False,True,1,US08293735B2
[#16;a:4]:[c:3]-[C;H0;D3;+0:1](-[NH2;D1;+0:5])=[O;D1;H0:2]>>C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#16;a:4].[NH3;D0;+0:5],True,False,True,1,US20080249301A1
